created_at,id,public,type,actor_id,repo_id,mergeable,commits,additions,deletions,changed_files,open_issues_count,watchers_count,    ,has_discussions,has_wiki,has_projects,language,stargazers_count,title,state
2022-11-10T21:00:13Z,25166102617,true,PullRequestEvent,49699333,237457572,true,1,77,77,2,3,2,2,false,true,true,JavaScript,2,Bump electron from 8.2.3 to 15.5.5 in /admin-tool,closed
2022-11-10T21:00:13Z,25166102620,true,PullRequestEvent,49699333,231813033,true,1,190,24,2,22,0,0,false,true,true,Vue,0,Bump electron from 7.1.7 to 15.5.5,closed
2022-11-10T21:00:13Z,25166102621,true,PullRequestEvent,93133199,421007481,,1,728,231989,57,1,1,1,false,true,true,R,1,Changes to adm_consolidate to cap coverage figures,closed
2022-11-10T21:00:13Z,25166102627,true,PullRequestEvent,49699333,232956146,,1,77,79,2,2,0,0,false,true,true,CSS,0,Bump electron from 7.1.8 to 18.3.7,open
2022-11-10T21:00:13Z,25166102673,true,PullRequestEvent,91208561,563692690,false,1,479,0,1,2,0,0,false,true,true,Jupyter Notebook,0,Add files via upload,closed
2022-11-10T21:00:13Z,25166102704,true,PullRequestEvent,97840685,448591757,,1,6,5,1,1,0,0,false,true,true,PHP,0,Diall poll implementation initiated.,open
2022-11-10T21:00:13Z,25166102723,true,PullRequestEvent,89108440,362431190,,4,504,0,13,30,7,7,false,true,true,HTML,7,[DGPFUS-162] CREATE & STYLE THE LANDING PAGE FOR A FOOD ORDERIN,open
2022-11-10T21:00:13Z,25166102758,true,PullRequestEvent,49699333,230471889,true,1,193,9,2,1,0,0,false,true,true,TypeScript,0,Bump electron from 7.1.7 to 15.5.5,closed
2022-11-10T21:00:13Z,25166102769,true,PullRequestEvent,49699333,237336511,,1,787,3570,2,111,0,0,false,true,true,JavaScript,0,Bump loader-utils and next in /ch6/front,open
2022-11-10T21:00:14Z,25166102901,true,PullRequestEvent,30272624,66882151,,1,131,10,1,43,14,14,false,true,true,Python,14,optimize performance of ph5availability by keeping all das_t that alr…,open
2022-11-10T21:00:14Z,25166102926,true,PullRequestEvent,49699333,254637508,,1,74,69,2,5,0,0,false,true,true,,0,build(deps-dev): bump electron from 8.0.3 to 18.3.7,open
2022-11-10T21:00:14Z,25166102927,true,PullRequestEvent,49699333,245907049,,1,122,104,1,17,0,0,false,true,true,JavaScript,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:14Z,25166103015,true,PullRequestEvent,49699333,248098486,,1,74,56,2,3,1,1,false,true,true,JavaScript,1,Bump electron from 8.1.1 to 18.3.7,open
2022-11-10T21:00:14Z,25166103035,true,PullRequestEvent,542458,47394776,,1,1,1,1,432,33862,33862,true,false,false,JavaScript,33862,docs(website): fix lerna install command,open
2022-11-10T21:00:14Z,25166103038,true,PullRequestEvent,49699333,185444198,,1,31,26,1,12,1,1,false,true,true,F#,1,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:14Z,25166103046,true,PullRequestEvent,49699333,239085654,,1,446,298,2,6,0,0,false,true,true,Vue,0,"Bump loader-utils, copy-webpack-plugin and html-webpack-plugin in /Travel",open
2022-11-10T21:00:14Z,25166103058,true,PullRequestEvent,49699333,247978935,true,1,121,77,2,1,0,0,false,true,true,JavaScript,0,Bump electron from 8.1.1 to 15.5.5,closed
2022-11-10T21:00:14Z,25166103060,true,PullRequestEvent,49699333,234534348,true,1,145,128,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 7.1.9 to 15.5.5,closed
2022-11-10T21:00:15Z,25166103103,true,PullRequestEvent,37013912,530882992,,2,4575,1547,6,1,1,1,false,true,true,Jupyter Notebook,1,Assignment 6,open
2022-11-10T21:00:15Z,25166103264,true,PullRequestEvent,49699333,258251463,,1,80,51,2,2,0,0,false,true,true,TypeScript,0,Bump electron from 8.2.0 to 18.3.7,open
2022-11-10T21:00:15Z,25166103273,true,PullRequestEvent,49699333,244973099,,1,671,651,2,20,0,0,false,true,true,JavaScript,0,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:15Z,25166103276,true,PullRequestEvent,49699333,327732029,,1,3,3,1,10,0,0,false,false,true,JavaScript,0,Bump minimatch from 3.0.4 to 3.1.2,open
2022-11-10T21:00:17Z,25166103787,true,PullRequestEvent,49699333,255116508,,1,6181,9099,2,13,0,0,false,true,true,Ruby,0,Bump minimatch from 3.0.4 to 3.0.8,open
2022-11-10T21:00:17Z,25166103793,true,PullRequestEvent,65305147,263698771,,2,2,2,2,17,4,4,true,true,true,C++,4,Hide empty feed overlay while loading content,closed
2022-11-10T21:00:17Z,25166103811,true,PullRequestEvent,1246444,35154246,,1,1,1,1,1,38,38,true,false,false,C#,38,Bump Verify.NUnit from 18.4.0 to 19.0.0,closed
2022-11-10T21:00:17Z,25166103812,true,PullRequestEvent,49699333,277907830,,1,104,79,2,38,0,0,false,true,true,HTML,0,Bump electron from 9.1.1 to 18.3.7 in /vue-cli/projeto-plugins,open
2022-11-10T21:00:17Z,25166103877,true,PullRequestEvent,49699333,257007780,,1,3,3,1,4,0,0,false,true,true,Jupyter Notebook,0,Bump minimatch from 3.0.4 to 3.1.2 in /WEPPO/project,open
2022-11-10T21:00:17Z,25166103880,true,PullRequestEvent,49699333,234345259,,1,76,62,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 7.1.9 to 18.3.7,open
2022-11-10T21:00:17Z,25166103883,true,PullRequestEvent,49699333,254637508,true,1,74,69,2,4,0,0,false,true,true,,0,build(deps-dev): bump electron from 8.0.3 to 15.5.5,closed
2022-11-10T21:00:17Z,25166103893,true,PullRequestEvent,116926439,563840650,,1,5,4,2,1,0,0,false,true,true,HTML,0,added title to website as well as stopped showing text in footer adde…,open
2022-11-10T21:00:17Z,25166103908,true,PullRequestEvent,49699333,246042099,,1,23,13,1,29,0,0,false,true,true,JavaScript,0,chore(deps): bump loader-utils from 1.1.0 to 1.4.1 in /shells/electron,open
2022-11-10T21:00:17Z,25166103939,true,PullRequestEvent,7494312,30377951,,1,4,1,1,3,17,17,true,true,true,C,17,simulation: avoid dividing by zero when computing development pressure,open
2022-11-10T21:00:17Z,25166103979,true,PullRequestEvent,33253653,1942295,,1,3,1,1,67,1422,1422,true,true,true,PHP,1422,Update changelog,open
2022-11-10T21:00:17Z,25166103995,true,PullRequestEvent,49699333,248098486,true,1,74,56,2,2,1,1,false,true,true,JavaScript,1,Bump electron from 8.1.1 to 15.5.5,closed
2022-11-10T21:00:18Z,25166104059,true,PullRequestEvent,49699333,322765445,,1,3,3,1,18,0,0,false,false,true,,0,chore(deps): bump minimatch from 3.0.4 to 3.1.2,open
2022-11-10T21:00:18Z,25166104068,true,PullRequestEvent,49699333,258135182,,1,99,102,2,2,0,0,false,true,true,JavaScript,0,Bump electron from 8.2.3 to 18.3.7,open
2022-11-10T21:00:18Z,25166104124,true,PullRequestEvent,49699333,237336511,true,1,1726,3372,2,110,0,0,false,true,true,JavaScript,0,Bump next from 8.1.0 to 11.1.3 in /ch6/front,closed
2022-11-10T21:00:18Z,25166104141,true,PullRequestEvent,49699333,258251463,true,1,80,51,2,1,0,0,false,true,true,TypeScript,0,Bump electron from 8.2.0 to 15.5.5,closed
2022-11-10T21:00:18Z,25166104224,true,PullRequestEvent,49699333,263547174,,1,2009,188,3,11,0,0,false,true,true,Vue,0,Bump electron from 8.2.0 to 18.3.7 in /front,open
2022-11-10T21:00:18Z,25166104225,true,PullRequestEvent,114242927,562791797,,1,92,1,2,0,0,0,false,true,true,Java,0,Initialization: Ability to Create Contacts,closed
2022-11-10T21:00:18Z,25166104252,true,PullRequestEvent,49699333,185444163,,1,31,26,1,12,1,1,false,true,true,F#,1,Bump loader-utils from 1.1.0 to 1.4.1,open
2022-11-10T21:00:18Z,25166104281,true,PullRequestEvent,112729,142797184,,1,35,12,1,2,2,2,false,true,true,Elixir,2,Bump minimatch from 3.0.4 to 3.0.8 in /robotica_face/assets,closed
2022-11-10T21:00:18Z,25166104253,true,PullRequestEvent,49699333,238682141,,1,3,3,1,37,2,2,false,true,true,TypeScript,2,Bump minimatch from 3.0.4 to 3.1.2,open
2022-11-10T21:00:18Z,25166104302,true,PullRequestEvent,49699333,283788573,,1,104,79,2,2,4,4,false,true,true,JavaScript,4,Bump electron from 9.1.2 to 18.3.7,open
2022-11-10T21:00:19Z,25166104347,true,PullRequestEvent,49699333,249230609,true,1,126,68,2,1,0,0,false,true,true,JavaScript,0,Bump electron from 8.1.1 to 15.5.5,closed
